folio;depto;area;nro;s12a_01a;s12a_01b;s12a_01c;s12a_01d;s12a_01e;s12a_01f;s12a_01g;s12a_01h;s12a_01i;s12a_01j;s12a_01k;s12a_01l;s12a_01le;s12a_02;s12a_03_1;s12a_03_2;s12a_03_3;s12a_03_4;s12a_03_5;s12a_03_6;s12a_03_6e;s12a_04;s12a_04e;s12a_05_1;s12a_05_2;s12a_05_3;s12a_05_4;s12a_05_5;s12a_05_6;s12a_05_7;s12a_05_7e;upm;estrato;Ponderador
712-05213674954-A-0131;Santa Cruz;Urbana;1;2. No;4. No sabe;4. No sabe;2. No;2. No;4. No sabe;4. No sabe;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05213674954-A;12;1,59548132782077
712-05213674954-A-0161;Santa Cruz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05213674954-A;12;1,59548132782077
712-05213674954-A-0181;Santa Cruz;Urbana;1;2. No;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;712-05213674954-A;12;1,59548132782077
712-05213674954-A-0211;Santa Cruz;Urbana;1;4. No sabe;4. No sabe;4. No sabe;4. No sabe;2. No;2. No;4. No sabe;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;1. Si;1. Si;2. No; ;712-05213674954-A;12;1,59548132782077
712-05213674954-A-0261;Santa Cruz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05213674954-A;12;1,59548132782077
712-05213674954-A-0291;Santa Cruz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05213674954-A;12;1,59548132782077
712-05213674954-A-0321;Santa Cruz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05213674954-A;12;1,59548132782077
712-05216819565-A-0031;Santa Cruz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05216819565-A;12;1,03207698393406
712-05216819565-A-0061;Santa Cruz;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05216819565-A;12;1,03207698393406
712-05216819565-A-0081;Santa Cruz;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05216819565-A;12;3,61226944376922
712-05216819565-A-0141;Santa Cruz;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712-05216819565-A;12;,516038491967032
